-0.44799718	0.2687841	0.19193833	0.2592048	0.2879953	0.11693267	0.37781107	-0.0030921907	0.018498989	-0.039647356	0.061355427	-0.2290296	0.19845432	-0.039394327	-0.29467702	0.34031364
-0.22682223	-0.15258418	-0.06591003	0.117939	0.4568257	0.3849652	0.28693557	0.37156197	-0.008654709	0.07008062	0.2021906	-0.82057786	0.5664479	-0.30916065	-0.6520955	0.13925229
-0.14351587	0.28935003	0.37371317	0.21085271	-0.034038503	0.11624488	0.23943807	-0.14660323	0.19738106	0.0015722503	0.2942028	0.27227712	0.24362426	-0.058523335	0.16185236	0.30283824
-0.2587695	0.32107338	0.3376997	0.14174764	0.25365046	-0.029930478	0.2566295	-0.28296646	0.17579328	-0.08589024	0.07551911	0.20315638	0.0861002	0.022457903	0.04343545	0.13811995
-0.29084623	0.22966333	0.05372709	0.33961135	-0.03698801	-0.012701459	0.35218006	-0.12820819	-0.12828068	-0.19393602	-0.11800388	0.1489204	-0.036639664	0.25740877	-0.11399407	0.19127604
0.08451022	0.6667731	0.6242829	-0.068240725	-0.4737619	-0.14564677	-0.28457364	-0.45500824	0.5417149	0.27941492	0.66003984	0.6658417	0.0798701	-0.114850044	0.7118548	0.321466
-0.3563107	0.19874898	0.06269646	-0.014583112	0.35536164	0.19925188	0.33022502	0.061672546	0.07263773	0.13318592	-0.018324735	-0.3913121	0.2560055	-0.16537714	-0.39790833	0.20473123
-0.20669498	0.22570796	0.021818666	0.09382858	0.0752086	-0.046954427	0.29815313	0.064068235	-0.086544834	0.0013365819	0.029099088	-0.17660053	0.1490078	-0.062068995	-0.18414102	0.4293784
-0.14202972	0.6831743	0.36559117	0.13698605	-0.8077091	-0.38198656	0.23629312	-0.46625102	0.01638589	-0.18755479	0.08785568	0.8434513	-0.2442573	0.3276431	0.8282086	0.52447563
-0.15893254	0.41600513	0.33952972	-0.094178185	0.1600066	0.011597547	-0.06589178	-0.14780968	0.25260127	0.27602494	0.33973807	-0.035954483	0.22239946	-0.21970864	0.14193279	0.20824884
-0.56250435	0.31993312	-0.04677032	-0.5275357	0.39233533	-0.2855126	0.026495479	-0.052956823	0.080057345	0.5225783	0.069863945	-0.77306986	0.18994032	-0.5711128	-0.2875228	0.41568443
-0.3682513	0.37815696	-0.2648407	-0.0074613523	-0.36087838	-0.3018511	0.39005518	0.2618893	-0.36788365	0.07459723	-0.11475136	-0.20137537	-0.081588656	-0.06548661	-0.1298295	0.77252793
-0.35267675	0.23507448	-0.10725452	0.5184083	-0.27755958	-0.24848242	0.46334597	-0.24885075	-0.31643015	-0.4838729	-0.34642062	0.53454393	-0.3918314	0.5205119	0.09774122	0.24790789
-0.23092182	-0.14568834	-0.03200504	0.3180716	0.31468546	0.4243701	0.3035999	0.18421054	-0.06209545	-0.10636321	0.0095124105	-0.47333395	0.32835582	-0.088239305	-0.5198793	-0.082497984
-0.018992376	-0.44666055	-0.038006634	0.39336842	0.4086058	0.67576146	0.18147478	0.2736509	-0.085001044	-0.37923405	-0.10326699	-0.30971378	0.46566185	0.28765416	-0.45869258	-0.42500043
